,source_id,news handle,new_id,link,pubdate,source,tweet,post_method,user_statuses,user_following,user_followers,user_created_at,user_bio,user_location,lang,Person or source,Target,City,Province,Country,CBC,TweetToCBC,TweetToNOTCBC,mean(TweetToCBC)
7597,4155,cbc,47604,https://twitter.com/dstairs1/statuses/909874822372642817,2017-09-18 17:20,dstairs1,"rt @mikeczaikowski: @cbcnews @ctvnews @globeandmail @globalnews @nationalpost @globalnational traitor trudeau doesn\'t care about canadians, ",Twitter Web Client,57180,741,904,Tue Apr 05 18:38:48 +0000 2016,old man north of   hate people try to make me think the phony pc way. suffered through the p.e.trudeau https://t.co/ejoxpykjkf have to suffer sons,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.347826087
7598,4155,nationalpost,92715,https://twitter.com/dstairs1/statuses/910235091389042689,2017-09-19 17:12,dstairs1,rt @nationalpost: philip cross: don t be fooled by reports of a hot economy. canada s struggling https://t.co/hrsingzcu via @fpcomment #bu ,Twitter Web Client,57362,741,907,Tue Apr 05 18:38:48 +0000 2016,old man north of   hate people try to make me think the phony pc way. suffered through the p.e.trudeau https://t.co/ejoxpykjkf have to suffer sons,NA,en,source,National Post,Canada,Canada,Canada,Not CBC,0,1,0.347826087
7599,4155,nationalpost,86591,https://twitter.com/dstairs1/statuses/909867503169544192,2017-09-18 16:51,dstairs1,rt @franktmcveety: canada flagged as hidden $ trillion credit bubble stokes global crisis fears https://t.co/qqgqdbzy via @nationalpost,Twitter Web Client,57162,741,903,Tue Apr 05 18:38:48 +0000 2016,old man north of   hate people try to make me think the phony pc way. suffered through the p.e.trudeau https://t.co/ejoxpykjkf have to suffer sons,NA,en,source,National Post,Canada,Canada,Canada,Not CBC,0,1,0.347826087
7600,4155,thetorontosun,74665,https://twitter.com/dstairs1/statuses/909949473324924928,2017-09-18 22:17,dstairs1,rt @mattrossler: @thetorontosun islamaphobia my ass! fucking politicians and bias media are and made it much more than it ever was!,Twitter Web Client,57218,741,905,Tue Apr 05 18:38:48 +0000 2016,old man north of   hate people try to make me think the phony pc way. suffered through the p.e.trudeau https://t.co/ejoxpykjkf have to suffer sons,NA,en,source,The Sun,Toronto,Ontario,Canada,Not CBC,0,1,0.347826087
7601,4155,cbc,71999,https://twitter.com/dstairs1/statuses/909847267372421121,2017-09-18 15:31,dstairs1,rt @mark_schmalz: parliament resumes tomorrow.good luck tomorrow!@cbcpolitics @cbcalerts @globepolitics @globalnews @ctvnews @ctvnational ,Twitter Web Client,57107,741,901,Tue Apr 05 18:38:48 +0000 2016,old man north of   hate people try to make me think the phony pc way. suffered through the p.e.trudeau https://t.co/ejoxpykjkf have to suffer sons,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.347826087
7602,4155,torontostar,72122,https://twitter.com/dstairs1/statuses/909850413263986690,2017-09-18 15:43,dstairs1,@torontostar @realdonaldtrump un has become a useless bottomless money pit,Twitter Web Client,57120,741,902,Tue Apr 05 18:38:48 +0000 2016,old man north of   hate people try to make me think the phony pc way. suffered through the p.e.trudeau https://t.co/ejoxpykjkf have to suffer sons,NA,en,source,Toronto Star,Toronto,Ontario,Canada,Not CBC,0,1,0.347826087
7603,4155,nationalpost,805,https://twitter.com/dstairs1/statuses/910111887429394433,2017-09-19 9:02,dstairs1,rt @michael_house: @nationalpost sounds like trudeau has some more things to hide? why does he care if boeing investigates bombardier prac ,Twitter Web Client,57273,741,905,Tue Apr 05 18:38:48 +0000 2016,old man north of   hate people try to make me think the phony pc way. suffered through the p.e.trudeau https://t.co/ejoxpykjkf have to suffer sons,NA,en,source,National Post,Canada,Canada,Canada,Not CBC,0,1,0.347826087
7604,4155,cbc,98017,https://twitter.com/dstairs1/statuses/909874822372642817,2017-09-18 17:20,dstairs1,"rt @mikeczaikowski: @cbcnews @ctvnews @globeandmail @globalnews @nationalpost @globalnational traitor trudeau doesn\'t care about canadians, ",Twitter Web Client,57180,741,903,Tue Apr 05 18:38:48 +0000 2016,old man north of   hate people try to make me think the phony pc way. suffered through the p.e.trudeau https://t.co/ejoxpykjkf have to suffer sons,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.347826087
7605,4155,ipoliticsca,45349,https://twitter.com/dstairs1/statuses/909855850268897280,2017-09-18 16:05,dstairs1,rt @contractor: @ipoliticsca @rossbelot hitler taught soros soros teaching trudeau see the links yet#jailthefreethinkers#grandefina ,Twitter Web Client,57142,741,902,Tue Apr 05 18:38:48 +0000 2016,old man north of   hate people try to make me think the phony pc way. suffered through the p.e.trudeau https://t.co/ejoxpykjkf have to suffer sons,NA,en,source,iPolitics Canada,Ottawa,Ontario,Canada,Not CBC,0,1,0.347826087
7606,4155,cbc,20858,https://twitter.com/dstairs1/statuses/910233538217340930,2017-09-19 17:06,dstairs1,rt @cutcbc: liberals bully  tax cheat  farmers   while gifting $k to yacht club: sheilagunnreid   https://t.co/hgebxsvh | #cdnpoli #ne ,Twitter Web Client,57366,741,907,Tue Apr 05 18:38:48 +0000 2016,old man north of   hate people try to make me think the phony pc way. suffered through the p.e.trudeau https://t.co/ejoxpykjkf have to suffer sons,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.347826087
7607,4155,therebeltv,8502,https://twitter.com/dstairs1/statuses/910164853586788353,2017-09-19 12:33,dstairs1,rt @therebeltv: another bc lng project cancelled as ndp destroyers scare off investment: @vancity_chris   https://t.co/rzbqjssmd | #bcpoli ,Twitter Web Client,57288,741,906,Tue Apr 05 18:38:48 +0000 2016,old man north of   hate people try to make me think the phony pc way. suffered through the p.e.trudeau https://t.co/ejoxpykjkf have to suffer sons,NA,en,source,Rebel TV,Canada,Canada,Canada,Not CBC,0,1,0.347826087
7608,4155,therebeltv,31921,https://twitter.com/dstairs1/statuses/910293534275784704,2017-09-19 21:04,dstairs1,rt @therebeltv: liberals bully  tax cheat  farmers   while gifting $k to yacht club: @sheilagunnreid   https://t.co/pthrdcbx | #cdnpol ,Twitter Web Client,57391,741,905,Tue Apr 05 18:38:48 +0000 2016,old man north of   hate people try to make me think the phony pc way. suffered through the p.e.trudeau https://t.co/ejoxpykjkf have to suffer sons,NA,en,source,Rebel TV,Canada,Canada,Canada,Not CBC,0,1,0.347826087
7620,4166,globalcalgary,83362,https://twitter.com/DuaneBratt/statuses/910183970989420544,2017-09-19 13:49,duanebratt,rt @globalcalgary: what\'s it take to run a successful campaign? @scottfeeglobal gets some answers from @aldjohnmar and marc henry of @think ,Twitter Web Client,24085,976,5036,Mon Feb 27 18:29:39 +0000 2012,"mount royal university political science prof, lacrosse coach, husband, and dad to  adult children",calgary,en,source,Global,Calgary,Alberta,Canada,Not CBC,0,1,0.333333333
7621,4166,globalcalgary,82660,https://twitter.com/DuaneBratt/statuses/909952213320994816,2017-09-18 22:28,duanebratt,rt @globalcalgary: .@planetjanetyyc and @duanebratt chat key #calgaryelection issues with @scottfeeglobal as nomination day wraps up. # ,Twitter for iPad,24044,976,5036,Mon Feb 27 18:29:39 +0000 2012,"mount royal university political science prof, lacrosse coach, husband, and dad to  adult children",calgary,en,source,Global,Calgary,Alberta,Canada,Not CBC,0,1,0.333333333
7622,4166,cbc,15400,https://twitter.com/DuaneBratt/statuses/910201909931151360,2017-09-19 15:00,duanebratt,rt @cbcedmonton: an #ableg committee voted against an ndp mla\'s proposal to squash the practice of changing clocks twice a year. https://t. ,Twitter Web Client,24096,976,5036,Mon Feb 27 18:29:39 +0000 2012,"mount royal university political science prof, lacrosse coach, husband, and dad to  adult children",calgary,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.333333333
7630,4174,globeandmail,103804,https://twitter.com/DufferinRider/statuses/910222458657103872,2017-09-19 16:21,dufferinrider,"rt @zoewhittall: if @globeandmail doesn\'t fire you for multiple acts of plagiarism, and repetitive banality, who is being treated like a fr ",Twitter for Android,34507,1130,622,Thu Apr 23 01:24:19 +0000 2009,NA,NA,en,source,Globe and Mail,Canada,Canada,Canada,Not CBC,0,1,0.166666667
7631,4174,thebeaverton,17586,https://twitter.com/DufferinRider/statuses/910213441499144192,2017-09-19 15:46,dufferinrider,rt @thebeaverton: andrew scheer refuses to remove lynn beyak from caucus until she says something he doesn t secretly agree with https://t. ,Twitter for Android,34505,1130,622,Thu Apr 23 01:24:19 +0000 2009,NA,NA,en,source,The Beaverton,Canada,Canada,Canada,Not CBC,0,1,0.166666667
7632,4174,cbc,5215,https://twitter.com/DufferinRider/statuses/910144046819135488,2017-09-19 11:10,dufferinrider,"rt @susandelacourt: two national networks, #ctv and #cbc,  just broke away from pm\'s press conference to give @realdonaldtrump some air tim ",Twitter for Android,34485,1130,622,Thu Apr 23 01:24:19 +0000 2009,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.166666667
7633,4174,thebeaverton,83676,https://twitter.com/DufferinRider/statuses/910213441499144192,2017-09-19 15:46,dufferinrider,rt @thebeaverton: andrew scheer refuses to remove lynn beyak from caucus until she says something he doesn t secretly agree with https://t. ,Twitter for Android,34505,1130,622,Thu Apr 23 01:24:19 +0000 2009,NA,NA,en,source,The Beaverton,Canada,Canada,Canada,Not CBC,0,1,0.166666667
7634,4174,torontostar,76939,https://twitter.com/DufferinRider/statuses/910168440677240832,2017-09-19 12:47,dufferinrider,rt @nkeung: where does trudeau stand on racial equality? https://t.co/arpz @torontostar #un report https://t.co/frgwjkbu,Twitter for Android,34492,1130,622,Thu Apr 23 01:24:19 +0000 2009,NA,NA,en,source,Toronto Star,Toronto,Ontario,Canada,Not CBC,0,1,0.166666667
7635,4174,torontostar,9269,https://twitter.com/DufferinRider/statuses/910168440677240832,2017-09-19 12:47,dufferinrider,rt @nkeung: where does trudeau stand on racial equality? https://t.co/arpz @torontostar #un report https://t.co/frgwjkbu,Twitter for Android,34496,1130,622,Thu Apr 23 01:24:19 +0000 2009,NA,NA,en,source,Toronto Star,Toronto,Ontario,Canada,Not CBC,0,1,0.166666667
7638,4177,cbc,68230,https://twitter.com/DufraneMike/statuses/910237474814750720,2017-09-19 17:21,dufranemike,@cbcmurdoch @cbc @rosiebarton https://t.co/sspekwye,Twitter Web Client,6189,5001,1156,Tue May 02 16:11:57 +0000 2017,bat~shit crazy,universe,und,source,CBC,Canada,Canada,Canada,CBC,1,0,0.5
7639,4177,etcanada,96886,https://twitter.com/DufraneMike/statuses/909827179403370496,2017-09-18 14:11,dufranemike,@etcanada @genesimmons @rozweston @graemeoneil @paulstanleylive @acefrehleyfans @tommythayer https://t.co/jqcjvsg,Twitter Web Client,6102,5001,1156,Tue May 02 16:11:57 +0000 2017,bat~shit crazy,universe,und,source,Global,Canada,Canada,Canada,Not CBC,0,1,0.5
7675,4189,thetorontosun,79719,https://twitter.com/dunbdav/statuses/910274270261104640,2017-09-19 19:47,dunbdav,"rt @vote_rosch: @tarekfatah @iamiqrakhalid @anthonyfurey @thetorontosun she blocked me too, probably as a result of this: https://t.co/tizh ",Twitter Web Client,34669,1436,905,Fri Jan 11 12:48:28 +0000 2008,"i have never understood liars. a tongue has no bones, yet it has the strength to break a heart and tear a family apart.",kanata,en,source,The Sun,Toronto,Ontario,Canada,Not CBC,0,1,0.2
7676,4189,therebeltv,12265,https://twitter.com/dunbdav/statuses/910187499003240448,2017-09-19 14:03,dunbdav,rt @therebeltv: canadian media supports islamic sharia censorship with #m: @ezralevant   https://t.co/vwxciekgrg | #cdnpoli #tcot https: ,Twitter Web Client,34602,1434,900,Fri Jan 11 12:48:28 +0000 2008,"i have never understood liars. a tongue has no bones, yet it has the strength to break a heart and tear a family apart.",kanata,en,source,Rebel TV,Canada,Canada,Canada,Not CBC,0,1,0.2
7677,4189,therebeltv,5270,https://twitter.com/dunbdav/statuses/910151101596409857,2017-09-19 11:38,dunbdav,"rt @therebeltv: parliament gets ready to weaponize m-, trudeau s  anti-islamphobia  motion: @ezralevant   https://t.co/awwlxjqeg | #cdn ",Twitter Web Client,34530,1434,896,Fri Jan 11 12:48:28 +0000 2008,"i have never understood liars. a tongue has no bones, yet it has the strength to break a heart and tear a family apart.",kanata,en,source,Rebel TV,Canada,Canada,Canada,Not CBC,0,1,0.2
7678,4189,cbc,20816,https://twitter.com/dunbdav/statuses/910233811933331457,2017-09-19 17:07,dunbdav,"rt @monica_barona: @cbccanada under trudeau rule, more canadian seniors are getting their groceries from the food banks. he has sent billio ",Twitter Web Client,34644,1435,902,Fri Jan 11 12:48:28 +0000 2008,"i have never understood liars. a tongue has no bones, yet it has the strength to break a heart and tear a family apart.",kanata,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.2
7679,4189,thetorontosun,28392,https://twitter.com/dunbdav/statuses/910274270261104640,2017-09-19 19:47,dunbdav,"rt @vote_rosch: @tarekfatah @iamiqrakhalid @anthonyfurey @thetorontosun she blocked me too, probably as a result of this: https://t.co/tizh ",Twitter Web Client,34670,1436,905,Fri Jan 11 12:48:28 +0000 2008,"i have never understood liars. a tongue has no bones, yet it has the strength to break a heart and tear a family apart.",kanata,en,source,The Sun,Toronto,Ontario,Canada,Not CBC,0,1,0.2
7710,4209,thecurrentcbc,83894,https://twitter.com/DustyGrimmer/statuses/910239809146200064,2017-09-19 17:30,dustygrimmer,rt @thecurrentcbc: open letter signed by  doctors supports federal government tax changes. @ritikagoelto and @brennavelker debate. https ,Twitter for iPhone,429,68,16,Tue Nov 27 04:38:48 +0000 2012,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.5
7711,4209,davidakin,24994,https://twitter.com/DustyGrimmer/statuses/910256348910174208,2017-09-19 18:36,dustygrimmer,rt @davidakin: bravo premier @jjhorgan on banning corp/union/ngo $ from #bcpoli. long overdue. vote subsidy is a perfectly suitable transit ,Twitter for iPhone,431,68,16,Tue Nov 27 04:38:48 +0000 2012,NA,NA,en,person,Global,Ottawa,Ontario,Canada,Not CBC,0,1,0.5
7911,4327,cbc,78171,https://twitter.com/ElaineNiddery/statuses/910212226665074689,2017-09-19 15:41,elaineniddery,@jlancastercbc @torontostar how unusual! quebec puts ontario\'s organized crime to shame again!  ,Twitter Web Client,72329,3147,2173,Sat Jun 21 17:52:08 +0000 2014,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.6
7912,4327,cbc,14106,https://twitter.com/ElaineNiddery/statuses/910200027951325184,2017-09-19 14:52,elaineniddery,rt @justiceforhdiab: cbc\'s michael enright: long overdue for #trudeau gov\'t to act to ensure justice done. @cafreeland #cdnpoli #justice ht ,Twitter Web Client,72306,3147,2171,Sat Jun 21 17:52:08 +0000 2014,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.6
7913,4327,torontostar,79178,https://twitter.com/ElaineNiddery/statuses/910256842139414529,2017-09-19 18:38,elaineniddery,rt @torontostar: nobel laureate suu kyi dodges ethnic cleansing charges in speech parroting the generals who locked her up. https://t.co/rl ,Twitter Web Client,72380,3149,2172,Sat Jun 21 17:52:08 +0000 2014,NA,NA,en,source,Toronto Star,Toronto,Ontario,Canada,Not CBC,0,1,0.6
